country,year,inflation_rate,gdp_per_capita,gov_health_exp,oop_spending,pop_65_plus,log_gdp_per_capita
ARM,2024,0.269511978259125,8556.21406956719,,,13.7027691969357,9.05452995699975
ATG,2000,0.77177979690018,12027.4949768222,2.50122428,22.22428131,7.36063648013669,9.39503369530877
ATG,2001,1.40279663573988,11539.1825063308,2.92959142,22.74691391,7.31309731953884,9.353590355043687
ATG,2002,2.4076580129349,11658.6949915956,2.80217075,22.74011803,7.27165333887216,9.363893301037095
ATG,2003,1.99353055152453,12173.2319860305,3.01983333,23.21788979,7.21842740485851,9.40707686473156
ATG,2004,2.03007757853236,13037.8895772257,2.6607554,24.31144524,7.16213898716328,9.475691676734012
ATG,2005,2.09875196709308,14368.5708796058,2.48221588,27.07497978,7.10773076415799,9.57286811638681
ATG,2006,1.7877853741912,16173.8136329968,2.17760348,30.31648445,7.06292491687757,9.691210597385988
ATG,2007,1.4160525940974,18204.5124043068,2.01404786,32.52657318,7.04065896406541,9.80947970656371
ATG,2008,5.33380639820233,18786.6743142216,1.87520587,31.90914726,7.0387881126978,9.84095631222027
ATG,2009,-0.550159995508913,16472.2478528568,2.03098321,25.27703667,7.06461691991494,9.70949300183979
ATG,2010,3.37002540220147,15217.3950790922,2.77452183,24.68379784,7.15361489911569,9.630260177701372
ATG,2011,3.4567496723461,14911.7275084471,2.73921561,25.77301407,7.29740999861002,9.609970322514245
ATG,2012,3.37688044338874,15639.8078114787,2.71204996,26.8955822,7.46504698601879,9.657638663115769
ATG,2013,1.05949782356169,15051.5113587425,2.75379777,26.76339149,7.64666806715532,9.619300123946688
ATG,2014,1.08944157435355,15532.1062063584,3.14859223,25.34367752,7.85106742522391,9.65072890943047
ATG,2015,0.968993458825638,16077.6340769406,2.93535352,23.53068924,8.11104027558747,9.685246593660993
ATG,2016,-0.489437796230498,16556.8551801588,2.75887132,27.5195961,8.44513110071247,9.714615901444704
ATG,2017,2.43248789041362,16965.7288273816,2.61894512,26.5686245,8.79869124994473,9.739009577560156
ATG,2018,1.20715793367007,18273.4270684912,2.81542587,23.66021156,9.12720234036469,9.813257933565183
ATG,2019,1.43135598182983,18896.3721832248,2.49952674,24.26510048,9.47314846738577,9.846778153456452
ATG,2020,0.625989707046719,15369.6082250401,3.58067584,21.0750885,9.86324935217647,9.640212407970898
ATG,2021,2.06299638545334,17348.6006987182,3.06314707,20.61886787,10.2789418401932,9.761324770627066
ATG,2022,7.53107834634288,20105.1989085164,2.85039449,18.00394058,10.728672985782,9.908783449909388
ATG,2023,5.06713865364212,21494.5474000727,2.30815935,20.80756378,11.2387545477439,9.975601094997034
ATG,2024,6.19886698842115,23542.4526945578,,,11.7844974219246,10.066603043574384
AUS,2000,4.45743705920869,21908.9968019784,5.45143652,20.99713898,12.3380926593329,9.994698286627766
AUS,2001,4.40712998561533,19733.6510102645,5.45680571,20.43909836,12.4439665253031,9.890131304143502
AUS,2002,2.98157117047457,20335.0960191023,5.66308641,19.92001152,12.5526508705762,9.920152715049792
AUS,2003,2.73259754838937,23757.5898471684,5.61926126,19.14758873,12.6574144611296,10.07569942184866
AUS,2004,2.34325687131265,30886.0500949401,5.79416561,19.21869659,12.7707524793261,10.338092284264116
AUS,2005,2.69182949622197,34535.20727091,5.72175741,19.64301491,12.8849948927024,10.44976353880724
AUS,2006,3.55528696972984,36658.8243476122,5.71296024,19.74941826,12.9925124181303,10.509436729991387
AUS,2007,2.32761442623159,41128.2476618402,5.8701992,19.00255966,13.0875642584234,10.624474769344074
AUS,2008,4.35029726664093,49811.2067218988,5.96531916,19.04162598,13.1772880283573,10.816015347874561
AUS,2009,1.77112025681656,42954.8494884573,6.23710108,19.05284309,13.314903986414,10.667928111118195
AUS,2010,2.9183370211222,52313.8939041213,6.0919981,19.74928665,13.529289383836,10.865036387792854
AUS,2011,3.30384784681081,62799.3895017032,6.2522192,19.17248344,13.7988147123359,11.047716554693476
AUS,2012,1.76278299052228,68301.4402512587,6.17619228,19.93433952,14.0880460046549,11.131700773343166
AUS,2013,2.44988248109259,68476.6788496118,5.92386961,19.52692413,14.366324406492,11.1342631149376
AUS,2014,2.48792932080492,62817.2061751737,6.89110136,17.84736443,14.6343933904119,11.048000217689292
AUS,2015,1.50836803138463,56970.3613028094,7.2235322,16.91646767,14.8994580007134,10.950303987270745
AUS,2016,1.27699365720306,50084.4440606385,7.20443821,16.63350677,15.1508163000494,10.821485707146891
AUS,2017,1.94864309065653,54117.547718609,7.23039198,16.31333733,15.3876130191621,10.89893224745699
AUS,2018,1.91140002818579,57410.1737346009,7.19087696,16.48277283,15.6409676060892,10.957994227728879
AUS,2019,1.610770929127,55194.7585097428,7.53765869,15.01641464,15.9450637793133,10.918641390721335
AUS,2020,0.846900734607273,51983.4523666382,7.85286617,15.23493195,16.3387202762794,10.858699959906996
AUS,2021,2.86391284709318,60758.9044397144,7.93791485,14.4608345,16.7491873637801,11.014685383958545
AUS,2022,6.59409658717841,65169.5191118657,7.34881544,15.13268661,17.0750320469828,11.084762484798242
AUS,2023,5.59701792296707,65058.3773146674,7.65963793,15.84897614,17.384024966198,11.083055629041906
AUS,2024,3.16656665428797,64603.9856308464,,,17.7300159228367,11.076046863740793
AUT,2000,2.3448628535728,24487.2974685956,6.86705208,18.8343544,15.4406416730563,10.105950628076606
AUT,2001,2.65000077279529,24430.495982841,6.86088991,19.45734215,15.4633865658572,10.103628397859614
AUT,2002,1.81035787764128,26334.862215032,6.95735025,19.45839691,15.4618807713017,10.178686871652356
AUT,2003,1.35555370896445,32110.1159661425,7.01927948,19.55549812,15.474203955826,10.376957540953088
AUT,2004,2.06120618032869,36614.2506533707,7.05908728,19.65370941,15.733576999106,10.508220117118897
AUT,2005,2.29913785639285,38157.37022862,7.05110073,19.50914574,16.2126667286006,10.549500415756565
AUT,2006,1.44154851119016,40382.2078298575,7.01176453,19.16868973,16.6795154741016,10.606169329767956
AUT,2007,2.16855528800756,46622.9622913635,6.98812008,19.22972488,17.0280423461531,10.749869900212936
AUT,2008,3.21595033239879,51581.3982361071,7.23871469,18.80803871,17.2809727927874,10.85093577381989
AUT,2009,0.506308827696504,47857.4446635266,7.50799561,18.60381508,17.531366290654,10.776002863306362
AUT,2010,1.81353438995061,46611.1393420232,7.45021629,19.23719788,17.6592449706019,10.749616287091055
AUT,2011,3.2865791487538,51116.8953522042,7.34409189,19.31062889,17.7360671109115,10.841889917472349
AUT,2012,2.48567562177014,48250.4059142637,7.49027205,19.14427948,17.9497049255533,10.78418024446208
AUT,2013,2.00015616900597,50305.3545774973,7.49345398,19.60377693,18.1994460470678,10.825886681657074
AUT,2014,1.60581182954473,51314.9722616322,7.59864187,19.61263084,18.3880563664351,10.84575733282875
AUT,2015,0.896563335260319,43915.228020857,7.5736208,19.84508324,18.4613708048616,10.69003918954574
AUT,2016,0.891591752655362,45061.4993920192,7.54772329,20.04564476,18.4999156835518,10.71580568053536
AUT,2017,2.08126911385586,47163.7425775142,7.71547127,20.11006927,18.6103296736393,10.761401913155654
AUT,2018,1.99837981429548,51194.0749841299,7.75579357,19.29269981,18.7625828458159,10.843398614684666
AUT,2019,1.53089564152643,49885.9947355204,7.88670015,18.7592411,18.9402993578561,10.817515621227933
AUT,2020,1.38191063351853,48716.4098900349,8.71023846,17.17389679,19.169788839314,10.793791737793944
AUT,2021,2.7666666666667,53648.6437976214,9.46212482,16.02560425,19.462852720957,10.890230108663484
AUT,2022,8.54686993188457,52336.7725223758,8.65631485,16.29116058,19.7897509199721,10.865473617333203
AUT,2023,7.81413417002831,56579.504175468,8.532197,16.47774124,20.1640196753077,10.943419755658345
AUT,2024,2.93791574279375,58268.8787651601,,16.46478271,20.6064031791903,10.97284057956451
AZE,2000,1.80500303704356,655.097249579917,0.86689276,68.60762787,5.53451830632131,6.486309024267539
